ENSG00000008128.1	39	39	21.54	0.552308	0.552308	0.026	0.974
ENSG00000008128.2	27	27	5.519	0.204407	0.204407	0.001	0.658
ENSG00000008128.3	9	9	8.887	0.987444	0.987444	0.968	0.998
ENSG00000215790.1	9	9	4.511	0.501222	0.501222	0.47	0.514
ENSG00000008130.1	45	45	0.053	0.00117778	0.00117778	0	0.011
ENSG00000008130.2	74	74	2.002	0.0270541	0.0270541	0	0.793
ENSG00000008130.3	167	167	0.454	0.00271856	0.00271856	0	0.113
ENSG00000008130.4	143	143	1.295	0.00905594	0.00905594	0	0.109
ENSG00000008130.5	169	169	0.162	0.00095858	0.00095858	0	0.01
ENSG00000178821.1	125	125	8.397	0.067176	0.067176	0	0.293
ENSG00000178821.2	93	93	20.135	0.216505	0.216505	0	0.979
ENSG00000142609.1	10	10	0.148	0.0148	0.0148	0	0.04
ENSG00000187730.1	31	31	7.85	0.253226	0.253226	0.001	0.998
ENSG00000187730.2	84	84	1.153	0.0137262	0.0137262	0	0.192
ENSG00000187730.3	142	142	2.379	0.0167535	0.0167535	0	0.804
ENSG00000187730.4	220	220	10.314	0.0468818	0.0468818	0	0.992
ENSG00000067606.1	22	22	0.052	0.00236364	0.00236364	0	0.014
ENSG00000067606.2	1	1	0.063	0.063	0.063	0.063	0.063
ENSG00000162585.1	236	236	123.948	0.525203	0.525203	0	1
ENSG00000162585.2	118	118	0.582	0.0049322	0.0049322	0	0.025
ENSG00000116151.1	17	17	0.02	0.00117647	0.00117647	0	0.003
ENSG00000116151.2	169	169	0.691	0.00408876	0.00408876	0	0.088
ENSG00000116151.3	11	11	2.519	0.229	0.229	0.012	0.65
ENSG00000157916.1	110	110	1.766	0.0160545	0.0160545	0	0.307
ENSG00000157911.1	60	60	1.896	0.0316	0.0316	0	0.249
ENSG00000149527.1	115	115	16.057	0.139626	0.139626	0	0.982
ENSG00000149527.2	43	43	15.044	0.34986	0.34986	0.001	0.979
ENSG00000149527.3	11	11	10.102	0.918364	0.918364	0.783	0.969
ENSG00000157873.1	31	31	0.463	0.0149355	0.0149355	0	0.08
ENSG00000157870.1	54	54	1.887	0.0349444	0.0349444	0	0.627
ENSG00000157870.2	20	20	0.115	0.00575	0.00575	0	0.062
ENSG00000142611.1	3	3	2.647	0.882333	0.882333	0.789	0.949
ENSG00000142611.2	21	21	0.053	0.00252381	0.00252381	0	0.006
ENSG00000130762.1	134	134	2.337	0.0174403	0.0174403	0	0.103
ENSG00000162591.1	166	166	137.261	0.826873	0.826873	0.016	1
ENSG00000116213.1	68	68	3.273	0.0481324	0.0481324	0	0.789
ENSG00000078900.1	39	39	26.203	0.671872	0.671872	0.004	0.997
ENSG00000235169.1	4	4	0.242	0.0605	0.0605	0.037	0.085
ENSG00000116198.1	20	20	0.137	0.00685	0.00685	0	0.038
ENSG00000116198.2	30	30	5.252	0.175067	0.175067	0	0.972
ENSG00000116198.3	169	169	2.168	0.0128284	0.0128284	0	0.111
ENSG00000169598.1	22	22	11.939	0.542682	0.542682	0.356	0.968
ENSG00000169598.2	71	71	7.352	0.103549	0.103549	0.015	0.268
ENSG00000169598.3	50	50	4.835	0.0967	0.0967	0	0.955
ENSG00000131697.1	128	128	3.036	0.0237188	0.0237188	0	0.207
ENSG00000069424.1	218	218	214.944	0.985982	0.985982	0.842	1
ENSG00000069424.2	310	310	20.634	0.0665613	0.0665613	0	0.923
ENSG00000069424.3	157	157	0.605	0.0038535	0.0038535	0	0.032
ENSG00000069424.4	45	45	44.985	0.999667	0.999667	0.997	1
ENSG00000069424.5	196	196	0.579	0.00295408	0.00295408	0	0.038
ENSG00000116254.1	60	60	30.128	0.502133	0.502133	0.001	0.998
ENSG00000116254.2	46	46	19.257	0.41863	0.41863	0.051	0.998
ENSG00000116251.1	19	19	0.039	0.00205263	0.00205263	0	0.013
ENSG00000116251.2	3	3	1.938	0.646	0.646	0.328	0.878
ENSG00000097021.1	20	20	17.45	0.8725	0.8725	0.634	0.944
ENSG00000097021.2	83	83	12.707	0.153096	0.153096	0	0.871
ENSG00000097021.3	143	143	70.474	0.492825	0.492825	0.003	1
ENSG00000069812.1	90	90	0.348	0.00386667	0.00386667	0	0.04
ENSG00000069812.2	8	8	0.461	0.057625	0.057625	0.016	0.077
ENSG00000187017.1	27	27	26.964	0.998667	0.998667	0.987	1
ENSG00000187017.2	40	40	22.214	0.55535	0.55535	0	0.996
ENSG00000187017.3	1764	1764	1020.28	0.57839	0.57839	0	1
ENSG00000187017.4	1	1	0.994	0.994	0.994	0.994	0.994
ENSG00000187017.5	9	9	4.043	0.449222	0.449222	0.176	0.953
ENSG00000187017.6	2	2	0.467	0.2335	0.2335	0.182	0.285
ENSG00000187017.7	6	6	1.473	0.2455	0.2455	0.126	0.297
ENSG00000171680.1	120	120	41.371	0.344758	0.344758	0.001	0.999
ENSG00000171680.2	77	77	68.501	0.889623	0.889623	0.002	1
ENSG00000171680.3	73	73	0.159	0.00217808	0.00217808	0	0.022
ENSG00000171680.4	4	4	0.674	0.1685	0.1685	0.138	0.188
ENSG00000171680.5	133	133	114.204	0.858677	0.858677	0.1	1
ENSG00000171680.6	67	67	2.751	0.0410597	0.0410597	0	0.354
ENSG00000162413.1	3	3	0.008	0.00266667	0.00266667	0.002	0.003
ENSG00000162413.2	120	120	6.28	0.0523333	0.0523333	0	0.984
ENSG00000041988.1	267	267	6.001	0.0224757	0.0224757	0	0.832
ENSG00000041988.2	282	282	121.228	0.429887	0.429887	0	1
ENSG00000007923.1	259	259	3.483	0.0134479	0.0134479	0	0.208
ENSG00000007923.2	164	164	7.145	0.0435671	0.0435671	0	0.327
ENSG00000171735.1	106	106	10.533	0.0993679	0.0993679	0	0.916
ENSG00000171735.2	9	9	9	1	1	1	1
ENSG00000171735.3	72	72	67.063	0.931431	0.931431	0.158	1
ENSG00000171735.4	21	21	21	1	1	1	1
ENSG00000171735.5	31	31	30.998	0.999935	0.999935	0.999	1
ENSG00000049246.1	3	3	0.025	0.00833333	0.00833333	0.006	0.01
ENSG00000049246.2	4	4	3.714	0.9285	0.9285	0.865	0.978
ENSG00000049246.3	21	21	3.216	0.153143	0.153143	0.009	0.594
ENSG00000049246.4	3	3	0.149	0.0496667	0.0496667	0.037	0.058
ENSG00000049247.1	8	8	0.97	0.12125	0.12125	0.064	0.151
ENSG00000049247.2	75	75	3.674	0.0489867	0.0489867	0	0.254
ENSG00000049247.3	80	80	4.909	0.0613625	0.0613625	0	0.316
ENSG00000049249.1	41	41	0.1	0.00243902	0.00243902	0	0.013
ENSG00000116288.1	30	30	0.759	0.0253	0.0253	0	0.284
ENSG00000116285.1	37	37	0.069	0.00186486	0.00186486	0	0.012
ENSG00000116285.2	38	38	2.373	0.0624474	0.0624474	0	0.29
ENSG00000162426.1	78	78	49.498	0.63459	0.63459	0.102	1
ENSG00000162426.2	24	24	2.886	0.12025	0.12025	0.013	0.833
ENSG00000142599.1	26	26	26	1	1	1	1
ENSG00000131686.1	281	281	6.8	0.0241993	0.0241993	0	0.622
ENSG00000131686.2	98	98	0.589	0.0060102	0.0060102	0	0.052
ENSG00000142583.1	164	164	0.652	0.00397561	0.00397561	0	0.028
ENSG00000049239.1	23	23	11.849	0.515174	0.515174	0.082	0.951
ENSG00000049239.2	10	10	3.968	0.3968	0.3968	0.313	0.57
ENSG00000188807.1	19	19	18.832	0.991158	0.991158	0.943	1
ENSG00000171608.1	177	177	5.61	0.0316949	0.0316949	0	0.982
ENSG00000171608.2	2	2	1.819	0.9095	0.9095	0.87	0.949
ENSG00000171603.1	30	30	30	1	1	1	1
ENSG00000162441.1	104	104	1.38	0.0132692	0.0132692	0	0.088
ENSG00000173614.1	44	44	0.19	0.00431818	0.00431818	0	0.012
ENSG00000173614.2	8	8	0.016	0.002	0.002	0	0.005
ENSG00000130939.1	92	92	68.569	0.745315	0.745315	0.439	0.977
ENSG00000130939.2	387	387	216.044	0.558253	0.558253	0	1
ENSG00000054523.1	18	18	17.969	0.998278	0.998278	0.985	1
ENSG00000054523.2	42	42	42	1	1	1	1
ENSG00000054523.3	78	78	78	1	1	1	1
ENSG00000054523.4	1485	1485	1376.73	0.927092	0.927092	0.001	1
ENSG00000054523.5	27	27	27	1	1	1	1
ENSG00000054523.6	64	64	4.38	0.0684375	0.0684375	0	0.649
ENSG00000251503.1	112	112	1.885	0.0168304	0.0168304	0	0.098
ENSG00000175279.1	112	112	1.885	0.0168304	0.0168304	0	0.098
ENSG00000251503.2	141	141	55.93	0.396667	0.396667	0	1
ENSG00000160049.1	24	24	8.609	0.358708	0.358708	0.14	0.988
ENSG00000142655.1	11	11	11	1	1	1	1
ENSG00000130940.1	241	241	196.4	0.814938	0.814938	0.003	1
ENSG00000130940.2	4	4	4	1	1	1	1
ENSG00000175262.1	31	31	7.585	0.244677	0.244677	0	0.993
ENSG00000120948.1	123	123	1.404	0.0114146	0.0114146	0	0.047
ENSG00000120948.2	23	23	23	1	1	1	1
ENSG00000120948.3	56	56	56	1	1	1	1
ENSG00000120948.4	65	65	64.908	0.998585	0.998585	0.99	1
ENSG00000009724.1	14	14	13.171	0.940786	0.940786	0.616	0.996
ENSG00000116649.1	76	76	2.427	0.0319342	0.0319342	0	0.766
ENSG00000116649.2	90	90	4.573	0.0508111	0.0508111	0	0.854
ENSG00000116649.3	89	89	28.53	0.320562	0.320562	0	0.997
ENSG00000171824.1	75	75	50.722	0.676293	0.676293	0	1
ENSG00000120942.1	18	18	0.072	0.004	0.004	0	0.009
ENSG00000204624.1	34	34	0.085	0.0025	0.0025	0	0.02
ENSG00000116661.1	73	73	5.836	0.0799452	0.0799452	0	0.408
ENSG00000116670.1	2	2	1.92	0.96	0.96	0.944	0.976
ENSG00000116670.2	39	39	5.824	0.149333	0.149333	0	0.949
ENSG00000177674.1	36	36	1.313	0.0364722	0.0364722	0	0.13
ENSG00000177674.2	97	97	0.41	0.0042268	0.0042268	0	0.029
ENSG00000177674.3	94	94	0.724	0.00770213	0.00770213	0	0.103
ENSG00000215910.1	15	15	0.006	0.0004	0.0004	0	0.002
ENSG00000215910.2	13	13	0.113	0.00869231	0.00869231	0	0.019
ENSG00000177000.1	110	110	38.924	0.353855	0.353855	0	1
ENSG00000011021.1	23	23	16.12	0.70087	0.70087	0.27	0.979
ENSG00000011021.2	333	333	6.27	0.0188288	0.0188288	0	0.831
ENSG00000175206.1	6	6	5.994	0.999	0.999	0.996	1
ENSG00000116685.1	117	117	3.53	0.0301709	0.0301709	0	0.96
ENSG00000083444.1	141	141	14.425	0.102305	0.102305	0	0.8
ENSG00000083444.2	104	104	3.149	0.0302788	0.0302788	0	0.286
ENSG00000028137.1	11	11	0.001	9.09091e-05	9.09091e-05	0	0.001
ENSG00000279169.1	131	131	0.426	0.00325191	0.00325191	0	0.013
ENSG00000162493.1	52	52	3.345	0.0643269	0.0643269	0	0.228
ENSG00000116731.1	13	13	13	1	1	1	1
ENSG00000116731.2	23	23	18.056	0.785043	0.785043	0.412	0.999
ENSG00000116731.3	26	26	25.993	0.999731	0.999731	0.998	1
ENSG00000189337.1	91	91	67.526	0.742044	0.742044	0.084	1
ENSG00000189337.2	158	158	154.733	0.979323	0.979323	0.182	1
ENSG00000189337.3	69	69	13.034	0.188899	0.188899	0	0.905
ENSG00000189337.4	15	15	14.977	0.998467	0.998467	0.996	0.999
ENSG00000189337.5	208	208	39.151	0.188226	0.188226	0	0.909
ENSG00000189337.6	44	44	43.833	0.996205	0.996205	0.935	1
ENSG00000142621.1	116	116	10.286	0.0886724	0.0886724	0	0.339
ENSG00000142621.2	14	14	13.946	0.996143	0.996143	0.986	0.999
ENSG00000142621.3	33	33	2.649	0.0802727	0.0802727	0.003	0.181
ENSG00000142621.4	3	3	0.002	0.000666667	0.000666667	0	0.002
ENSG00000142621.5	54	54	39.925	0.739352	0.739352	0.014	1
ENSG00000142634.1	112	112	0.133	0.0011875	0.0011875	0	0.007
ENSG00000215704.1	105	105	0.642	0.00611429	0.00611429	0	0.017
ENSG00000132906.1	108	108	7.08	0.0655556	0.0655556	0	0.98
ENSG00000116138.1	10	10	2.223	0.2223	0.2223	0	0.923
ENSG00000116138.2	19	19	8.21	0.432105	0.432105	0.007	0.977
ENSG00000065526.1	281	281	280.89	0.999609	0.999609	0.989	1
ENSG00000116809.1	21	21	9.086	0.432667	0.432667	0.25	0.633
ENSG00000116809.2	22	22	21.637	0.9835	0.9835	0.959	1
ENSG00000173641.1	15	15	7.349	0.489933	0.489933	0.151	0.764
ENSG00000173641.2	336	336	22.996	0.0684405	0.0684405	0	0.95
ENSG00000184908.1	148	148	3.655	0.0246959	0.0246959	0	0.813
ENSG00000184908.2	99	99	5.505	0.0556061	0.0556061	0	0.807
ENSG00000142632.1	4	4	3.974	0.9935	0.9935	0.983	0.999
ENSG00000142632.2	203	203	9.164	0.0451429	0.0451429	0	0.995
ENSG00000037637.1	18	18	11.318	0.628778	0.628778	0.444	0.977
ENSG00000187144.1	7	7	0.039	0.00557143	0.00557143	0.002	0.01
ENSG00000187144.2	75	75	7.26	0.0968	0.0968	0	0.687
ENSG00000187144.3	114	114	1.399	0.0122719	0.0122719	0	0.044
ENSG00000187144.4	208	208	34.43	0.165529	0.165529	0	0.996
ENSG00000187144.5	152	152	13.114	0.0862763	0.0862763	0	0.753
ENSG00000187144.6	95	95	11.058	0.1164	0.1164	0	0.834
ENSG00000157191.1	106	106	33.045	0.311745	0.311745	0	0.986
ENSG00000058453.1	5	5	4.481	0.8962	0.8962	0.588	0.995
ENSG00000159363.1	236	236	31.274	0.132517	0.132517	0	0.993
ENSG00000159363.2	117	117	2.669	0.022812	0.022812	0	0.889
ENSG00000117118.1	30	30	1.89	0.063	0.063	0.002	0.12
ENSG00000117115.1	4	4	3.977	0.99425	0.99425	0.985	0.999
ENSG00000159339.1	44	44	0.874	0.0198636	0.0198636	0	0.048
ENSG00000074964.1	169	169	144.709	0.856266	0.856266	0.001	1
ENSG00000009709.1	161	161	7.617	0.0473106	0.0473106	0	0.998
ENSG00000159423.1	13	13	1.868	0.143692	0.143692	0	0.496
ENSG00000127481.1	233	233	9.513	0.0408283	0.0408283	0	0.947
ENSG00000127481.2	66	66	5.954	0.0902121	0.0902121	0	0.967
ENSG00000127481.3	84	84	83.966	0.999595	0.999595	0.992	1
ENSG00000127481.4	33	33	33	1	1	1	1
ENSG00000127463.1	8	8	7.73	0.96625	0.96625	0.836	1
ENSG00000040487.1	51	51	0.548	0.0107451	0.0107451	0	0.048
ENSG00000077549.1	103	103	102.697	0.997058	0.997058	0.965	1
ENSG00000077549.2	81	81	23.664	0.292148	0.292148	0	0.955
ENSG00000077549.3	90	90	77.402	0.860022	0.860022	0.205	1
ENSG00000158747.1	86	86	0.658	0.00765116	0.00765116	0	0.057
ENSG00000158747.2	83	83	52.744	0.63547	0.63547	0.006	0.994
ENSG00000158747.3	19	19	18.538	0.975684	0.975684	0.874	1
ENSG00000162542.1	86	86	0.465	0.00540698	0.00540698	0	0.04
ENSG00000187980.1	6	6	0.283	0.0471667	0.0471667	0.037	0.055
ENSG00000187980.2	40	40	7.829	0.195725	0.195725	0	0.841
ENSG00000158816.1	3	3	0.234	0.078	0.078	0.058	0.099
ENSG00000244038.1	51	51	12.245	0.240098	0.240098	0	0.776
ENSG00000189410.1	54	54	2.763	0.0511667	0.0511667	0	0.736
ENSG00000127483.1	52	52	17.659	0.339596	0.339596	0.004	0.98
ENSG00000075151.1	111	111	110.198	0.992775	0.992775	0.942	1
ENSG00000075151.2	20	20	19.995	0.99975	0.99975	0.997	1
ENSG00000075151.3	21	21	20.997	0.999857	0.999857	0.998	1
ENSG00000075151.4	33	33	32.998	0.999939	0.999939	0.999	1
ENSG00000075151.5	114	114	113.987	0.999886	0.999886	0.998	1
ENSG00000075151.6	66	66	65.983	0.999742	0.999742	0.995	1
ENSG00000075151.7	129	129	128.802	0.998465	0.998465	0.981	1
ENSG00000075151.8	76	76	74.768	0.983789	0.983789	0.873	0.999
ENSG00000075151.9	184	184	146.007	0.793516	0.793516	0.02	1
ENSG00000075151.10	115	115	114.969	0.99973	0.99973	0.997	1
ENSG00000117298.1	102	102	44.889	0.440088	0.440088	0	1
ENSG00000117298.2	51	51	5.463	0.107118	0.107118	0	0.699
ENSG00000117298.3	9	9	0.034	0.00377778	0.00377778	0	0.01
ENSG00000117298.4	3	3	0.43	0.143333	0.143333	0.124	0.176
ENSG00000142794.1	75	75	0.177	0.00236	0.00236	0	0.024
ENSG00000162551.1	2	2	1.905	0.9525	0.9525	0.95	0.955
ENSG00000076864.1	255	255	222.061	0.870827	0.870827	0.071	1
ENSG00000076864.2	2	2	1.569	0.7845	0.7845	0.755	0.814
ENSG00000076864.3	18	18	18	1	1	1	1
ENSG00000076864.4	75	75	58.296	0.77728	0.77728	0.161	0.998
ENSG00000076864.5	94	94	77.087	0.820074	0.820074	0.071	1
ENSG00000076864.6	36	36	33.543	0.93175	0.93175	0.745	1
ENSG00000076864.7	44	44	43.328	0.984727	0.984727	0.871	1
ENSG00000090686.1	39	39	6.225	0.159615	0.159615	0	0.643
ENSG00000090686.2	67	67	46.518	0.694299	0.694299	0	0.978
ENSG00000090686.3	8	8	8	1	1	1	1
ENSG00000090686.4	37	37	2.357	0.0637027	0.0637027	0.003	0.158
ENSG00000142798.1	18	18	17.983	0.999056	0.999056	0.995	1
ENSG00000142798.2	48	48	24.345	0.507188	0.507188	0.002	1
ENSG00000219073.1	91	91	2.52	0.0276923	0.0276923	0	0.296
ENSG00000219073.2	39	39	1.005	0.0257692	0.0257692	0.001	0.084
ENSG00000142789.1	4	4	2.661	0.66525	0.66525	0.643	0.685
ENSG00000142789.2	9	9	2.233	0.248111	0.248111	0.183	0.278
ENSG00000070831.1	90	90	90	1	1	1	1
ENSG00000162552.1	215	215	1.935	0.009	0.009	0	0.153
ENSG00000070886.1	173	173	10.719	0.0619595	0.0619595	0	1
ENSG00000173369.1	6	6	0.906	0.151	0.151	0.004	0.553
ENSG00000133216.1	43	43	0.134	0.00311628	0.00311628	0	0.009
ENSG00000133216.2	21	21	0.08	0.00380952	0.00380952	0	0.007
ENSG00000133216.3	3	3	2.871	0.957	0.957	0.912	0.989
ENSG00000133216.4	4	4	3.932	0.983	0.983	0.958	0.997
ENSG00000133216.5	213	213	158.758	0.745343	0.745343	0.002	1
ENSG00000227868.1	99	99	15.228	0.153818	0.153818	0	0.983
ENSG00000227868.2	2	2	0.732	0.366	0.366	0.262	0.47
ENSG00000004487.1	60	60	60	1	1	1	1
ENSG00000004487.2	12	12	12	1	1	1	1
ENSG00000004487.3	18	18	8.952	0.497333	0.497333	0.001	0.993
ENSG00000004487.4	24	24	3.001	0.125042	0.125042	0	0.899
ENSG00000169641.1	9	9	0.104	0.0115556	0.0115556	0.006	0.017
ENSG00000204219.1	18	18	6.317	0.350944	0.350944	0	0.918
ENSG00000204219.2	22	22	0.099	0.0045	0.0045	0	0.013
ENSG00000088280.1	23	23	15.873	0.69013	0.69013	0.075	0.957
ENSG00000142676.1	6	6	4.175	0.695833	0.695833	0.091	0.986
ENSG00000142676.2	24	24	17.49	0.72875	0.72875	0.458	0.999
ENSG00000011007.1	78	78	74.713	0.957859	0.957859	0.206	1
ENSG00000011009.1	72	72	7.206	0.100083	0.100083	0	0.959
ENSG00000189266.1	167	167	165.607	0.991659	0.991659	0.926	1
ENSG00000189266.2	4	4	3.91	0.9775	0.9775	0.945	0.996
ENSG00000188529.1	61	61	61	1	1	1	1
ENSG00000188529.2	31	31	30.982	0.999419	0.999419	0.994	1
ENSG00000142661.1	102	102	2.144	0.0210196	0.0210196	0	0.136
ENSG00000185436.1	6	6	1.204	0.200667	0.200667	0.107	0.261
ENSG00000185436.2	126	126	5.089	0.0403889	0.0403889	0	0.249
ENSG00000158055.1	32	32	1.213	0.0379063	0.0379063	0	0.146
ENSG00000158055.2	187	187	4.834	0.0258503	0.0258503	0	0.258
ENSG00000001460.1	61	61	0.91	0.014918	0.014918	0	0.078
ENSG00000001460.2	42	42	4.949	0.117833	0.117833	0	0.99
ENSG00000001460.3	119	119	78.009	0.655538	0.655538	0	1
ENSG00000001460.4	22	22	0.062	0.00281818	0.00281818	0	0.009
ENSG00000001461.1	44	44	2.656	0.0603636	0.0603636	0.005	0.12
ENSG00000001461.2	100	100	0.472	0.00472	0.00472	0	0.02
ENSG00000001461.3	86	86	8.514	0.099	0.099	0	0.47
ENSG00000133226.1	42	42	42	1	1	1	1
ENSG00000020633.1	58	58	52.925	0.9125	0.9125	0.558	1
ENSG00000117616.1	57	57	0.366	0.00642105	0.00642105	0	0.051
ENSG00000187010.1	170	170	36.04	0.212	0.212	0.006	0.853
ENSG00000187010.2	212	212	53.922	0.254349	0.254349	0	0.853
ENSG00000188672.1	100	100	11.614	0.11614	0.11614	0	0.502
ENSG00000117643.1	4	4	3.687	0.92175	0.92175	0.885	0.969
ENSG00000117643.2	2	2	0.026	0.013	0.013	0.011	0.015
ENSG00000117643.3	10	10	6.166	0.6166	0.6166	0.288	0.742
ENSG00000162430.1	11	11	0.249	0.0226364	0.0226364	0.018	0.037
ENSG00000127423.1	71	71	39.855	0.561338	0.561338	0.006	0.997
ENSG00000117632.1	147	147	28.76	0.195646	0.195646	0	0.869
ENSG00000282872.1	91	91	17.523	0.19256	0.19256	0.002	0.997
ENSG00000142684.1	94	94	22.511	0.239479	0.239479	0	0.998
ENSG00000142675.1	21	21	8.864	0.422095	0.422095	0	0.985
ENSG00000188782.1	84	84	4.259	0.0507024	0.0507024	0	0.82
ENSG00000142669.1	51	51	14.066	0.275804	0.275804	0	0.996
ENSG00000158062.1	4	4	2.027	0.50675	0.50675	0.235	0.829
ENSG00000158062.2	13	13	5.533	0.425615	0.425615	0	0.989
ENSG00000176092.1	55	55	16.219	0.294891	0.294891	0.007	0.898
ENSG00000176092.2	14	14	13.643	0.9745	0.9745	0.913	0.993
ENSG00000176083.1	60	60	0.709	0.0118167	0.0118167	0	0.069
ENSG00000176083.2	11	11	0.987	0.0897273	0.0897273	0.002	0.48
ENSG00000176083.3	13	13	0.31	0.0238462	0.0238462	0.006	0.037
ENSG00000176083.4	13	13	1.64	0.126154	0.126154	0.004	0.227
ENSG00000117682.1	88	88	5.737	0.0651932	0.0651932	0	0.974
ENSG00000117682.2	55	55	0.22	0.004	0.004	0	0.013
ENSG00000117682.3	93	93	7.047	0.0757742	0.0757742	0	0.49
ENSG00000117676.1	60	60	55.771	0.929517	0.929517	0.568	1
ENSG00000117676.2	135	135	134.113	0.99343	0.99343	0.913	1
ENSG00000117676.3	67	67	27.985	0.417687	0.417687	0.011	0.994
ENSG00000204160.1	42	42	41.999	0.999976	0.999976	0.999	1
ENSG00000142751.1	31	31	1.538	0.0496129	0.0496129	0	0.1
ENSG00000198746.1	48	48	2.243	0.0467292	0.0467292	0	0.225
ENSG00000090273.1	93	93	16.339	0.175688	0.175688	0	0.621
ENSG00000090020.1	183	183	33.831	0.184869	0.184869	0	1
ENSG00000142784.1	3	3	2.976	0.992	0.992	0.985	0.997
ENSG00000186501.1	31	31	0.031	0.001	0.001	0	0.004
ENSG00000186501.2	75	75	2.706	0.03608	0.03608	0	0.203
ENSG00000142733.1	35	35	10.459	0.298829	0.298829	0.18	0.44
ENSG00000142733.2	11	11	0.987	0.0897273	0.0897273	0.022	0.119
ENSG00000174950.1	7	7	6.431	0.918714	0.918714	0.885	0.932
